mse,rmse,mae,r2,explained_variance,position_accuracy,top_3_accuracy,points_accuracy,error_std,error_25th,error_median,error_75th,model
0.4353227762441163,0.6597899485776638,0.2367873730378477,0.9671365853905346,0.967136720324938,0.9669282511210763,0.9863602391629297,0.9801943198804185,0.6597885940553858,-0.029385043654307497,0.0,0.0600000000000005,random_forest
0.5536688963241727,0.7440893066858122,0.49102489410532185,0.9582023925941726,0.9582044413683146,0.9254484304932735,0.9616965620328849,0.9777653213751868,0.7440710701202885,-0.3033023625172715,-0.009457731489486143,0.30923413657707977,gradient_boosting
0.15323913569334446,0.39145770613610925,0.2263729689904602,0.9884316614578823,0.9884413827636218,0.9902840059790733,0.9826233183856502,0.9835575485799701,0.39129319332213247,-0.13365137577056885,-0.0005557537078857422,0.11820176922941616,xgboost
0.12955499104407006,0.3599374821327588,0.20187908557971546,0.9902196264065465,0.9902272524978805,0.992526158445441,0.9809417040358744,0.9835575485799701,0.35979712699335825,-0.12071324151045237,-0.002520108249095543,0.10059402684653707,lightgbm
